amount,p_month,p_age,p_gender,postal_code_id,id
117358.38635,2015-07-01,45-54,F,6334,1493
86634.58094,2015-07-01,45-54,M,6334,7953
66137.0687,2015-07-01,55-64,F,6334,8185
67068.85081,2015-07-01,55-64,M,6334,10592
14626.54007,2015-07-01,>=65,F,6334,5203
24410.8298,2015-07-01,>=65,M,6334,9084
9274.06966,2015-08-01,<=24,F,6334,7939
9086.28016,2015-08-01,<=24,M,6334,1485
49557.89728,2015-08-01,25-34,F,6334,4802
38342.14225,2015-08-01,25-34,M,6334,10287
79335.12139,2015-08-01,35-44,F,6334,2950
52760.01286,2015-08-01,35-44,M,6334,7028
77600.29805,2015-08-01,45-54,F,6334,482
54397.12136,2015-08-01,45-54,M,6334,5986
31880.56964,2015-08-01,55-64,F,6334,6240
21270.2598,2015-08-01,55-64,M,6334,9563
3257.89008,2015-08-01,>=65,F,6334,8533
9030.57004,2015-08-01,>=65,M,6334,1728
3730.38009,2015-09-01,<=24,F,6334,2019
5159.35052,2015-09-01,<=24,M,6334,8571
51522.26961,2015-09-01,25-34,F,6334,851
44642.13755,2015-09-01,25-34,M,6334,4111
109539.39356,2015-09-01,35-44,F,6334,7710
87050.80894,2015-09-01,35-44,M,6334,3631
105232.01186,2015-09-01,45-54,F,6334,5331
66108.48715,2015-09-01,45-54,M,6334,9208
55336.27146,2015-09-01,55-64,F,6334,167
51134.77178,2015-09-01,55-64,M,6334,5582
26399.76941,2015-09-01,>=65,F,6334,1327
29366.88046,2015-09-01,>=65,M,6334,7919
5241.54953,2015-10-01,<=24,F,6334,8342
6071.27952,2015-10-01,<=24,M,6334,1602
55461.52631,2015-10-01,25-34,F,6334,4543
44747.40259,2015-10-01,25-34,M,6334,983
109948.05386,2015-10-01,35-44,F,6334,2692
78993.68821,2015-10-01,35-44,M,6334,6586
105609.34047,2015-10-01,45-54,F,6334,9647
77014.92845,2015-10-01,45-54,M,6334,6391
64687.29146,2015-10-01,55-64,F,6334,5820
49459.96142,2015-10-01,55-64,M,6334,390
21920.36085,2015-10-01,>=65,F,6334,8776
29315.10976,2015-10-01,>=65,M,6334,2136
7650.45014,2015-11-01,<=24,F,6334,5466
11472.74963,2015-11-01,<=24,M,6334,9278
50988.66962,2015-11-01,25-34,F,6334,7268
42416.5501,2015-11-01,25-34,M,6334,3354
93675.95456,2015-11-01,35-44,F,6334,669
66771.2902,2015-11-01,35-44,M,6334,3904
103966.30389,2015-11-01,45-54,F,6334,2191
78880.47331,2015-11-01,45-54,M,6334,8770
69511.91062,2015-11-01,55-64,F,6334,8697
56708.1422,2015-11-01,55-64,M,6334,1974
17459.56128,2015-11-01,>=65,F,6334,6341
39584.26833,2015-11-01,>=65,M,6334,601
3484.25021,2015-12-01,<=24,F,6334,5668
4348.71004,2015-12-01,<=24,M,6334,260
57700.45342,2015-12-01,25-34,F,6334,7229
49606.20048,2015-12-01,25-34,M,6334,3066
108858.34259,2015-12-01,35-44,F,6334,9882
84472.99985,2015-12-01,35-44,M,6334,3924
126541.60244,2015-12-01,45-54,F,6334,2219
81568.38196,2015-12-01,45-54,M,6334,9051
50945.21898,2015-12-01,55-64,F,6334,8482
63194.54378,2015-12-01,55-64,M,6334,1825
23612.79844,2015-12-01,>=65,F,6334,6132
45066.99292,2015-12-01,>=65,M,6334,9600
7391.1401,2015-01-01,<=24,F,6336,7085
16719.31994,2015-01-01,<=24,M,6336,3199
82348.05268,2015-01-01,25-34,F,6336,5631
86350.44423,2015-01-01,25-34,M,6336,279
138510.91727,2015-01-01,35-44,F,6336,2122
135262.93932,2015-01-01,35-44,M,6336,8833
149783.00824,2015-01-01,45-54,F,6336,9778
133062.05122,2015-01-01,45-54,M,6336,3822
114014.2428,2015-01-01,55-64,F,6336,4397
116255.7349,2015-01-01,55-64,M,6336,903
46200.60107,2015-01-01,>=65,F,6336,6697
58679.73054,2015-01-01,>=65,M,6336,2546
17231.29171,2015-02-01,<=24,F,6336,1411
10893.85103,2015-02-01,<=24,M,6336,7790
84688.20622,2015-02-01,25-34,F,6336,10376
71170.35494,2015-02-01,25-34,M,6336,5013
132935.25242,2015-02-01,35-44,F,6336,6823
124134.85587,2015-02-01,35-44,M,6336,2775
135656.99374,2015-02-01,45-54,F,6336,5796
109754.87958,2015-02-01,45-54,M,6336,382
100560.32628,2015-02-01,55-64,F,6336,9639
75919.38911,2015-02-01,55-64,M,6336,6379
35181.66842,2015-02-01,>=65,F,6336,1925
50219.85672,2015-02-01,>=65,M,6336,8743
16672.47842,2015-03-01,<=24,F,6336,7938
11388.32932,2015-03-01,<=24,M,6336,1338
89090.39828,2015-03-01,25-34,F,6336,5035
79555.47162,2015-03-01,25-34,M,6336,10349
146539.08087,2015-03-01,35-44,F,6336,2801
125331.46454,2015-03-01,35-44,M,6336,6777
144126.18847,2015-03-01,45-54,F,6336,357
132452.4551,2015-03-01,45-54,M,6336,5852
66979.01558,2015-03-01,55-64,F,6336,6247
102186.42465,2015-03-01,55-64,M,6336,9692
42144.78029,2015-03-01,>=65,F,6336,8582
77190.26331,2015-03-01,>=65,M,6336,2030
16412.7919,2015-04-01,<=24,F,6336,5310
8952.89047,2015-04-01,<=24,M,6336,122
87697.69978,2015-04-01,25-34,F,6336,7424
70874.0241,2015-04-01,25-34,M,6336,3527
129563.84152,2015-04-01,35-44,F,6336,9994
116730.00336,2015-04-01,35-44,M,6336,4409
137196.11179,2015-04-01,45-54,F,6336,2040
141307.2805,2015-04-01,45-54,M,6336,8592
103774.19932,2015-04-01,55-64,F,6336,8845
106491.16734,2015-04-01,55-64,M,6336,2134
38587.7775,2015-04-01,>=65,F,6336,5854
54211.16269,2015-04-01,>=65,M,6336,9413
21027.79872,2015-05-01,<=24,F,6336,5607
17600.69982,2015-05-01,<=24,M,6336,312
106775.68598,2015-05-01,25-34,F,6336,7164
79525.02692,2015-05-01,25-34,M,6336,3177
149834.86141,2015-05-01,35-44,F,6336,9828
132918.29102,2015-05-01,35-44,M,6336,3987
176885.69789,2015-05-01,45-54,F,6336,2288
151704.75217,2015-05-01,45-54,M,6336,8935
117835.57442,2015-05-01,55-64,F,6336,8536
72780.28127,2015-05-01,55-64,M,6336,1731
48647.41114,2015-05-01,>=65,F,6336,6241
80072.51156,2015-05-01,>=65,M,6336,9564
15508.70966,2015-06-01,<=24,F,6336,9468
17009.18887,2015-06-01,<=24,M,6336,6055
88415.19735,2015-06-01,25-34,F,6336,2763
89009.96279,2015-06-01,25-34,M,6336,6811
154473.71476,2015-06-01,35-44,F,6336,5004
136933.08624,2015-06-01,35-44,M,6336,1289
193468.09982,2015-06-01,45-54,F,6336,8042
144221.3308,2015-06-01,45-54,M,6336,10517
132456.97894,2015-06-01,55-64,F,6336,1562
67178.10858,2015-06-01,55-64,M,6336,8112
39464.66028,2015-06-01,>=65,F,6336,70
67048.6793,2015-06-01,>=65,M,6336,5106
16274.3299,2015-07-01,<=24,F,6336,5747
20194.10962,2015-07-01,<=24,M,6336,403
95417.95352,2015-07-01,25-34,F,6336,6946
84605.44833,2015-07-01,25-34,M,6336,2975
144605.5901,2015-07-01,35-44,F,6336,10266
135237.70421,2015-07-01,35-44,M,6336,4878
178284.6651,2015-07-01,45-54,F,6336,1383
141211.75072,2015-07-01,45-54,M,6336,7836
128730.91218,2015-07-01,55-64,F,6336,8396
65846.4272,2015-07-01,55-64,M,6336,10652
35616.74759,2015-07-01,>=65,F,6336,5392
51293.92027,2015-07-01,>=65,M,6336,9147
19107.27106,2015-08-01,<=24,F,6336,7809
14765.65911,2015-08-01,<=24,M,6336,1369
74414.80731,2015-08-01,25-34,F,6336,4942
67818.94586,2015-08-01,25-34,M,6336,10387
114336.7886,2015-08-01,35-44,F,6336,2751
101681.36369,2015-08-01,35-44,M,6336,6888
123079.47587,2015-08-01,45-54,F,6336,420
111605.59558,2015-08-01,45-54,M,6336,5771
86251.97261,2015-08-01,55-64,F,6336,6361
55436.15207,2015-08-01,55-64,M,6336,9666
30934.19994,2015-08-01,>=65,F,6336,8670
35308.15748,2015-08-01,>=65,M,6336,1947
13635.96915,2015-09-01,<=24,F,6336,1795
17609.51916,2015-09-01,<=24,M,6336,8452
91010.54146,2015-09-01,25-34,F,6336,970
73929.30494,2015-09-01,25-34,M,6336,4260
164364.84315,2015-09-01,35-44,F,6336,7564
128199.17397,2015-09-01,35-44,M,6336,3413
129853.97503,2015-09-01,45-54,F,6336,5121
97446.81317,2015-09-01,45-54,M,6336,9129
117115.12132,2015-09-01,55-64,F,6336,275
60875.40669,2015-09-01,55-64,M,6336,5697
48761.20315,2015-09-01,>=65,F,6336,1454
63647.03709,2015-09-01,>=65,M,6336,8023
19120.08975,2015-10-01,<=24,F,6336,8206
7913.6297,2015-10-01,<=24,M,6336,10559
87263.5931699999,2015-10-01,25-34,F,6336,4654
73783.64262,2015-10-01,25-34,M,6336,1093
156811.76482,2015-10-01,35-44,F,6336,2469
122769.615,2015-10-01,35-44,M,6336,6464
155886.86258,2015-10-01,45-54,F,6336,9587
122181.02601,2015-10-01,45-54,M,6336,6180
114769.08399,2015-10-01,55-64,F,6336,5940
101040.88093,2015-10-01,55-64,M,6336,497
68240.14552,2015-10-01,>=65,F,6336,8889
93108.95498,2015-10-01,>=65,M,6336,2337
20085.59869,2015-11-01,<=24,F,6336,5585
9219.1693,2015-11-01,<=24,M,6336,9363
88148.87346,2015-11-01,25-34,F,6336,7137
77409.60088,2015-11-01,25-34,M,6336,3151
138206.35254,2015-11-01,35-44,F,6336,763
131586.98828,2015-11-01,35-44,M,6336,4014
150055.2508,2015-11-01,45-54,F,6336,2311
140711.62262,2015-11-01,45-54,M,6336,8958
112475.78253,2015-11-01,55-64,F,6336,8562
82173.15085,2015-11-01,55-64,M,6336,1758
58172.02737,2015-11-01,>=65,F,6336,6219
58496.45809,2015-11-01,>=65,M,6336,518
16402.14933,2015-12-01,<=24,F,6336,5552
13029.32064,2015-12-01,<=24,M,6336,151
93793.00986,2015-12-01,25-34,F,6336,7341
77984.24494,2015-12-01,25-34,M,6336,3285
149339.19222,2015-12-01,35-44,F,6336,9779
141352.4341,2015-12-01,35-44,M,6336,3823
167943.57655,2015-12-01,45-54,F,6336,2121
154897.54392,2015-12-01,45-54,M,6336,8832
138517.75936,2015-12-01,55-64,F,6336,8607
93772.47854,2015-12-01,55-64,M,6336,2055
65121.28594,2015-12-01,>=65,F,6336,6265
78680.78095,2015-12-01,>=65,M,6336,9704
32050.10949,2015-01-01,<=24,F,6337,6393
26328.24117,2015-01-01,<=24,M,6337,594
197786.62033,2015-01-01,25-34,F,6337,6502
186702.11602,2015-01-01,25-34,M,6337,2437
346037.78669,2015-01-01,35-44,F,6337,10190
274361.25416,2015-01-01,35-44,M,6337,4617
425874.4513,2015-01-01,45-54,F,6337,1596
307991.81905,2015-01-01,45-54,M,6337,8336
335703.12281,2015-01-01,55-64,F,6337,7767
245870.80952,2015-01-01,55-64,M,6337,10460
224936.73931,2015-01-01,>=65,F,6337,5448
211532.33578,2015-01-01,>=65,M,6337,9302
30288.71963,2015-02-01,<=24,F,6337,9977
20550.12854,2015-02-01,<=24,M,6337,4375
192671.27218,2015-02-01,25-34,F,6337,1777
159185.04239,2015-02-01,25-34,M,6337,8500
307190.4034,2015-02-01,35-44,F,6337,5333
276260.94212,2015-02-01,35-44,M,6337,131
374009.87044,2015-02-01,45-54,F,6337,7693
288234.60915,2015-02-01,45-54,M,6337,3614
261879.69007,2015-02-01,55-64,F,6337,3216
240017.10144,2015-02-01,55-64,M,6337,7102
194716.71941,2015-02-01,>=65,F,6337,1225
171055.15811,2015-02-01,>=65,M,6337,4759
34569.33136,2015-03-01,<=24,F,6337,4249
39755.78284,2015-03-01,<=24,M,6337,10038
194849.58938,2015-03-01,25-34,F,6337,8457
162539.4744,2015-03-01,25-34,M,6337,1800
367993.087,2015-03-01,35-44,F,6337,113
290146.13746,2015-03-01,35-44,M,6337,5360
396022.65189,2015-03-01,45-54,F,6337,3678
326770.78484,2015-03-01,45-54,M,6337,7668
333488.76318,2015-03-01,55-64,F,6337,7236
277661.0041,2015-03-01,55-64,M,6337,3073
212840.87629,2015-03-01,>=65,F,6337,4896
241513.26651,2015-03-01,>=65,M,6337,1158
29670.50299,2015-04-01,<=24,F,6337,6829
21093.0795,2015-04-01,<=24,M,6337,2781
189979.09596,2015-04-01,25-34,F,6337,6072
155948.49726,2015-04-01,25-34,M,6337,437
331038.93192,2015-04-01,35-44,F,6337,1407
270949.92462,2015-04-01,35-44,M,6337,7780
391151.53368,2015-04-01,45-54,F,6337,10219
313076.42436,2015-04-01,45-54,M,6337,4887
291048.2775,2015-04-01,55-64,F,6337,4629
228343.79179,2015-04-01,55-64,M,6337,1119
217954.51679,2015-04-01,>=65,F,6337,7664
180197.87646,2015-04-01,>=65,M,6337,3674
35983.48867,2015-05-01,<=24,F,6337,6523
38416.35177,2015-05-01,<=24,M,6337,2383
223784.92183,2015-05-01,25-34,F,6337,6337
201101.03746,2015-05-01,25-34,M,6337,598
404137.59694,2015-05-01,35-44,F,6337,1548
307501.86964,2015-05-01,35-44,M,6337,8148
486187.4684,2015-05-01,45-54,F,6337,10085
322569.91899,2015-05-01,45-54,M,6337,4523
357581.4032,2015-05-01,55-64,F,6337,4966
278703.32649,2015-05-01,55-64,M,6337,1313
276939.08898,2015-05-01,>=65,F,6337,7267
224538.61535,2015-05-01,>=65,M,6337,3353
47282.06995,2015-06-01,<=24,F,6337,3543
27260.65992,2015-06-01,<=24,M,6337,7440
233675.18104,2015-06-01,25-34,F,6337,9205
190880.76029,2015-06-01,25-34,M,6337,5328
407296.09792,2015-06-01,35-44,F,6337,8488
304768.51625,2015-06-01,35-44,M,6337,1765
481623.99451,2015-06-01,45-54,F,6337,4107
337169.54507,2015-06-01,45-54,M,6337,850
342167.83099,2015-06-01,55-64,F,6337,9802
267643.21161,2015-06-01,55-64,M,6337,4023
262417.42277,2015-06-01,>=65,F,6337,2891
236419.47266,2015-06-01,>=65,M,6337,7057
30369.15764,2015-07-01,<=24,F,6337,7733
26074.56134,2015-07-01,<=24,M,6337,3568
218986.99828,2015-07-01,25-34,F,6337,5225
189655.29638,2015-07-01,25-34,M,6337,34
388736.94513,2015-07-01,35-44,F,6337,1999
270146.11816,2015-07-01,35-44,M,6337,8633
436035.82016,2015-07-01,45-54,F,6337,9998
354848.52042,2015-07-01,45-54,M,6337,4340
317035.17902,2015-07-01,55-64,F,6337,3761
260193.7294,2015-07-01,55-64,M,6337,718
129512.30803,2015-07-01,>=65,F,6337,6772
186011.13944,2015-07-01,>=65,M,6337,2865
24401.05127,2015-08-01,<=24,F,6337,4362
18238.12116,2015-08-01,<=24,M,6337,10006
160901.01118,2015-08-01,25-34,F,6337,8559
136333.59826,2015-08-01,25-34,M,6337,1754
221751.61828,2015-08-01,35-44,F,6337,139
211918.7338,2015-08-01,35-44,M,6337,5278
297596.64171,2015-08-01,45-54,F,6337,3547
226362.78276,2015-08-01,45-54,M,6337,7712
213658.02098,2015-08-01,55-64,F,6337,7131
184260.67517,2015-08-01,55-64,M,6337,3144
127381.64623,2015-08-01,>=65,F,6337,4825
140301.2054,2015-08-01,>=65,M,6337,1218
34330.81623,2015-09-01,<=24,F,6337,1265
29679.16804,2015-09-01,<=24,M,6337,5045
201379.7506,2015-09-01,25-34,F,6337,10412
156392.90754,2015-09-01,25-34,M,6337,7932
352736.73525,2015-09-01,35-44,F,6337,5934
256966.81768,2015-09-01,35-44,M,6337,9525
436373.94704,2015-09-01,45-54,F,6337,7034
330691.98293,2015-09-01,45-54,M,6337,2868
288466.10497,2015-09-01,55-64,F,6337,2464
251322.94797,2015-09-01,55-64,M,6337,6458
206745.13586,2015-09-01,>=65,F,6337,9954
180071.6629,2015-09-01,>=65,M,6337,4131
40287.55812,2015-10-01,<=24,F,6337,3923
26411.98078,2015-10-01,<=24,M,6337,796
185473.7987,2015-10-01,25-34,F,6337,8796
178119.99712,2015-10-01,25-34,M,6337,2156
348701.59626,2015-10-01,35-44,F,6337,9328
255871.51698,2015-10-01,35-44,M,6337,5670
439232.44766,2015-10-01,45-54,F,6337,3320
311505.97783,2015-10-01,45-54,M,6337,7307
322772.45144,2015-10-01,55-64,F,6337,7539
258846.76787,2015-10-01,55-64,M,6337,3388
259658.35705,2015-10-01,>=65,F,6337,4561
227726.13364,2015-10-01,>=65,M,6337,10064
34653.60896,2015-11-01,<=24,F,6337,6552
26351.42075,2015-11-01,<=24,M,6337,2412
190874.67618,2015-11-01,25-34,F,6337,6355
185363.28421,2015-11-01,25-34,M,6337,9661
316375.43911,2015-11-01,35-44,F,6337,10600
245718.04502,2015-11-01,35-44,M,6337,8133
414078.98835,2015-11-01,45-54,F,6337,1003
329864.79875,2015-11-01,45-54,M,6337,4509
339406.47499,2015-11-01,55-64,F,6337,4940
280669.22986,2015-11-01,55-64,M,6337,10386
247478.61042,2015-11-01,>=65,F,6337,7285
264157.02567,2015-11-01,>=65,M,6337,3371
40884.47323,2015-12-01,<=24,F,6337,6588
29692.26822,2015-12-01,<=24,M,6337,2694
205163.27929,2015-12-01,25-34,F,6337,6139
176738.62422,2015-12-01,25-34,M,6337,559
368728.54778,2015-12-01,35-44,F,6337,1597
273499.3628,2015-12-01,35-44,M,6337,8337
483549.60692,2015-12-01,45-54,F,6337,10189
336865.23111,2015-12-01,45-54,M,6337,4615
408037.92968,2015-12-01,55-64,F,6337,4899
288164.39423,2015-12-01,55-64,M,6337,1160
319880.667,2015-12-01,>=65,F,6337,7245
273259.62554,2015-12-01,>=65,M,6337,3082
31119.2101,2015-01-01,<=24,F,6342,6642
21088.16912,2015-01-01,<=24,M,6342,2585
133146.50707,2015-01-01,25-34,F,6342,6217
123587.21162,2015-01-01,25-34,M,6342,9550
230733.95714,2015-01-01,35-44,F,6342,1706
214687.82852,2015-01-01,35-44,M,6342,8287
208564.98696,2015-01-01,45-54,F,6342,1089
220169.14415,2015-01-01,45-54,M,6342,4730
101132.88255,2015-01-01,55-64,F,6342,4826
123930.7389,2015-01-01,55-64,M,6342,10296
42184.04161,2015-01-01,>=65,F,6342,7139
76766.63731,2015-01-01,>=65,M,6342,3152
21948.57924,2015-02-01,<=24,F,6342,1965
17213.91,2015-02-01,<=24,M,6342,8689
101751.45709,2015-02-01,25-34,F,6342,810
95606.7336,2015-02-01,25-34,M,6342,4209
182188.17567,2015-02-01,35-44,F,6342,7579
179500.86572,2015-02-01,35-44,M,6342,3694
168329.62201,2015-02-01,45-54,F,6342,5396
189085.56137,2015-02-01,45-54,M,6342,9151
78643.6614,2015-02-01,55-64,F,6342,194
105271.72883,2015-02-01,55-64,M,6342,5470
34245.71854,2015-02-01,>=65,F,6342,1387
82981.27983,2015-02-01,>=65,M,6342,7842
18281.14996,2015-03-01,<=24,F,6342,8639
17885.80056,2015-03-01,<=24,M,6342,2005
110558.77454,2015-03-01,25-34,F,6342,4092
106795.77996,2015-03-01,25-34,M,6342,885
213626.53118,2015-03-01,35-44,F,6342,3560
201491.04852,2015-03-01,35-44,M,6342,7725
184507.61063,2015-03-01,45-54,F,6342,9212
200201.19278,2015-03-01,45-54,M,6342,5262
83005.93142,2015-03-01,55-64,F,6342,5521
121587.23593,2015-03-01,55-64,M,6342,177
38879.12059,2015-03-01,>=65,F,6342,7901
84930.44034,2015-03-01,>=65,M,6342,1364
19930.41995,2015-04-01,<=24,F,6342,5884
17758.78014,2015-04-01,<=24,M,6342,9386
100607.29214,2015-04-01,25-34,F,6342,6993
100607.35631,2015-04-01,25-34,M,6342,2915
207927.16863,2015-04-01,35-44,F,6342,1211
188955.83338,2015-04-01,35-44,M,6342,4815
193245.36074,2015-04-01,45-54,F,6342,10435
204731.4442,2015-04-01,45-54,M,6342,7906
81290.34673,2015-04-01,55-64,F,6342,8271
108947.34997,2015-04-01,55-64,M,6342,1690
41017.33086,2015-04-01,>=65,F,6342,5274
83145.66791,2015-04-01,>=65,M,6342,136
22618.65846,2015-05-01,<=24,F,6342,6178
15375.56035,2015-05-01,<=24,M,6342,9586
120032.33627,2015-05-01,25-34,F,6342,6718
116867.93975,2015-05-01,25-34,M,6342,2567
247703.08752,2015-05-01,35-44,F,6342,1038
224164.96081,2015-05-01,35-44,M,6342,4417
236331.63463,2015-05-01,45-54,F,6342,10560
241680.17623,2015-05-01,45-54,M,6342,8208
102876.58155,2015-05-01,55-64,F,6342,7974
134081.36801,2015-05-01,55-64,M,6342,1467
48840.9584,2015-05-01,>=65,F,6342,5656
98184.27907,2015-05-01,>=65,M,6342,293
21418.40022,2015-06-01,<=24,F,6342,37
20925.57919,2015-06-01,<=24,M,6342,5143
128228.28163,2015-06-01,25-34,F,6342,3708
115291.59916,2015-06-01,25-34,M,6342,7594
233739.59683,2015-06-01,35-44,F,6342,4227
229177.62454,2015-06-01,35-44,M,6342,9912
225794.25928,2015-06-01,45-54,F,6342,8430
240230.17666,2015-06-01,45-54,M,6342,1858
110649.23277,2015-06-01,55-64,F,6342,2269
121676.69362,2015-06-01,55-64,M,6342,9018
55666.06815,2015-06-01,>=65,F,6342,9496
97663.67225,2015-06-01,>=65,M,6342,6025
25635.83039,2015-07-01,<=24,F,6342,5353
21903.96909,2015-07-01,<=24,M,6342,9176
131392.50313,2015-07-01,25-34,F,6342,7532
121691.87939,2015-07-01,25-34,M,6342,3381
225726.64011,2015-07-01,35-44,F,6342,972
214966.62458,2015-07-01,35-44,M,6342,4264
215577.26414,2015-07-01,45-54,F,6342,1919
237210.34385,2015-07-01,45-54,M,6342,8737
101343.76766,2015-07-01,55-64,F,6342,8792
142390.45448,2015-07-01,55-64,M,6342,2152
42615.41012,2015-07-01,>=65,F,6342,5791
91365.34935,2015-07-01,>=65,M,6342,378
15000.85966,2015-08-01,<=24,F,6342,8710
19347.62078,2015-08-01,<=24,M,6342,1892
99271.82164,2015-08-01,25-34,F,6342,4148
99960.16052,2015-08-01,25-34,M,6342,832
153008.99656,2015-08-01,35-44,F,6342,3663
167990.88843,2015-08-01,35-44,M,6342,7653
150360.40882,2015-08-01,45-54,F,6342,9191
178135.10371,2015-08-01,45-54,M,6342,5375
70261.12052,2015-08-01,55-64,F,6342,5449
88414.66719,2015-08-01,55-64,M,6342,227
29855.02008,2015-08-01,>=65,F,6342,7777
54986.11116,2015-08-01,>=65,M,6342,1405
25173.85188,2015-09-01,<=24,F,6342,1429
21059.59973,2015-09-01,<=24,M,6342,8063
131667.98089,2015-09-01,25-34,F,6342,10241
112892.31297,2015-09-01,25-34,M,6342,4843
227402.94637,2015-09-01,35-44,F,6342,6968
216343.31718,2015-09-01,35-44,M,6342,2998
222027.01642,2015-09-01,45-54,F,6342,6043
209430.56249,2015-09-01,45-54,M,6342,465
94784.69785,2015-09-01,55-64,F,6342,9624
126391.60345,2015-09-01,55-64,M,6342,6107
39101.02983,2015-09-01,>=65,F,6342,1834
92179.60916,2015-09-01,>=65,M,6342,8407
26823.88104,2015-10-01,<=24,F,6342,8933
20318.90004,2015-10-01,<=24,M,6342,2286
133780.08434,2015-10-01,25-34,F,6342,3752
133343.86661,2015-10-01,25-34,M,6342,9786
232812.98468,2015-10-01,35-44,F,6342,3260
235359.04902,2015-10-01,35-44,M,6342,7399
242922.94378,2015-10-01,45-54,F,6342,313
242003.25338,2015-10-01,45-54,M,6342,5609
104559.34946,2015-10-01,55-64,F,6342,5221
140003.50688,2015-10-01,55-64,M,6342,9091
59676.09171,2015-10-01,>=65,F,6342,8169
92357.48944,2015-10-01,>=65,M,6342,10583
23667.05998,2015-11-01,<=24,F,6342,6156
25266.3703,2015-11-01,<=24,M,6342,532
135270.2144,2015-11-01,25-34,F,6342,6696
121077.52188,2015-11-01,25-34,M,6342,2545
239340.70328,2015-11-01,35-44,F,6342,10136
228323.5715,2015-11-01,35-44,M,6342,4448
237208.75613,2015-11-01,45-54,F,6342,1519
254520.61065,2015-11-01,45-54,M,6342,8231
105766.68437,2015-11-01,55-64,F,6342,7998
160590.34896,2015-11-01,55-64,M,6342,10535
63765.86743,2015-11-01,>=65,F,6342,5633
101838.57072,2015-11-01,>=65,M,6342,9347
30878.59033,2015-12-01,<=24,F,6342,6293
28754.76878,2015-12-01,<=24,M,6342,9672
166977.83501,2015-12-01,25-34,F,6342,6407
166295.62353,2015-12-01,25-34,M,6342,2502
292082.26196,2015-12-01,35-44,F,6342,1086
286622.24227,2015-12-01,35-44,M,6342,4726
300211.71493,2015-12-01,45-54,F,6342,1710
315572.75613,2015-12-01,45-54,M,6342,8291
159353.95675,2015-12-01,55-64,F,6342,7890
197887.89208,2015-12-01,55-64,M,6342,1357
85469.63174,2015-12-01,>=65,F,6342,5516
157572.3031,2015-12-01,>=65,M,6342,173
16583.31968,2015-01-01,<=24,F,6353,7610
17625.72088,2015-01-01,<=24,M,6353,3724
134498.40364,2015-01-01,25-34,F,6353,5181
114808.62514,2015-01-01,25-34,M,6353,60
310047.73733,2015-01-01,35-44,F,6353,1944
263159.34976,2015-01-01,35-44,M,6353,8667
284462.6359,2015-01-01,45-54,F,6353,10015
282478.51428,2015-01-01,45-54,M,6353,4292
122671.52112,2015-01-01,55-64,F,6353,3878
104832.94634,2015-01-01,55-64,M,6353,656
71622.93976,2015-01-01,>=65,F,6353,6881
92304.86042,2015-01-01,>=65,M,6353,2744
14197.55948,2015-02-01,<=24,F,6353,1677
14613.25954,2015-02-01,<=24,M,6353,8258
126095.68454,2015-02-01,25-34,F,6353,10096
98346.85628,2015-02-01,25-34,M,6353,4466
278887.84612,2015-02-01,35-44,F,6353,6665
247930.91118,2015-02-01,35-44,M,6353,2608
247471.33556,2015-02-01,45-54,F,6353,6317
234393.6701,2015-02-01,45-54,M,6353,627
105100.04442,2015-02-01,55-64,F,6353,9394
104974.16468,2015-02-01,55-64,M,6353,5902
64628.70106,2015-02-01,>=65,F,6353,2061
88493.95734,2015-02-01,>=65,M,6353,8850
16324.87868,2015-03-01,<=24,F,6353,8364
15223.96017,2015-03-01,<=24,M,6353,1570
120592.79568,2015-03-01,25-34,F,6353,4517
113251.6779,2015-03-01,25-34,M,6353,10081
291692.2242,2015-03-01,35-44,F,6353,2664
257363.64816,2015-03-01,35-44,M,6353,6635
274390.4625,2015-03-01,45-54,F,6353,610
277374.09183,2015-03-01,45-54,M,6353,6354
133424.51424,2015-03-01,55-64,F,6353,5783
119776.71708,2015-03-01,55-64,M,6353,9461
57875.75726,2015-03-01,>=65,F,6353,8757
105538.60338,2015-03-01,>=65,M,6353,2178
14530.56189,2015-04-01,<=24,F,6353,5501
12785.43094,2015-04-01,<=24,M,6353,212
123690.1491,2015-04-01,25-34,F,6353,7277
106537.24107,2015-04-01,25-34,M,6353,3363
299146.15438,2015-04-01,35-44,F,6353,9714
241758.38754,2015-04-01,35-44,M,6353,3869
276730.94177,2015-04-01,45-54,F,6353,2175
259101.69666,2015-04-01,45-54,M,6353,8754
115496.991,2015-04-01,55-64,F,6353,8656
121270.39914,2015-04-01,55-64,M,6353,1933
69664.15868,2015-04-01,>=65,F,6353,6348
83183.5973,2015-04-01,>=65,M,6353,9658
19881.92038,2015-05-01,<=24,F,6353,5115
15811.0211,2015-05-01,<=24,M,6353,75
151594.08422,2015-05-01,25-34,F,6353,7622
125706.27378,2015-05-01,25-34,M,6353,3632
333437.87714,2015-05-01,35-44,F,6353,9932
264180.78394,2015-05-01,35-44,M,6353,4163
302067.31375,2015-05-01,45-54,F,6353,1824
288429.08746,2015-05-01,45-54,M,6353,8481
126923.42302,2015-05-01,55-64,F,6353,9048
122022.10638,2015-05-01,55-64,M,6353,2216
80139.65886,2015-05-01,>=65,F,6353,6047
119845.76048,2015-05-01,>=65,M,6353,9464
18340.99858,2015-06-01,<=24,F,6353,9559
18366.46024,2015-06-01,<=24,M,6353,6233
141857.18904,2015-06-01,25-34,F,6353,2620
